sample_id,domain,ground_truth,phase6_char_count,phase7_char_count,phase6_token_count,phase7_token_count,phase6_sentence_count,phase7_sentence_count,phase6_claim_count,phase7_claim_count,phase6_lexical_diversity,phase7_lexical_diversity,phase7_model,phase7_temperature,phase7_generation_count
his_0239,History,0,35,35,7,7,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
his_0240,History,1,59,74,10,13,2,3,1,1,0.9,1.0,qwen2.5-coder:1.5b,0.7,3
his_0241,History,0,27,34,6,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
his_0242,History,1,54,239,9,40,2,3,1,2,1.0,0.825,qwen2.5-coder:1.5b,0.7,3
his_0243,History,0,35,46,7,9,2,2,1,1,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
his_0244,History,1,59,325,10,54,2,6,1,2,0.9,0.8333,qwen2.5-coder:1.5b,0.7,3
his_0245,History,0,27,85,6,16,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
his_0246,History,1,54,524,9,86,2,5,1,3,1.0,0.6628,qwen2.5-coder:1.5b,0.7,3
his_0247,History,0,35,277,7,46,2,3,1,2,1.0,0.8478,qwen2.5-coder:1.5b,0.7,3
his_0248,History,1,59,304,10,53,2,4,1,1,0.9,0.7925,qwen2.5-coder:1.5b,0.7,3
his_0249,History,0,27,117,6,21,2,2,1,1,1.0,0.9524,qwen2.5-coder:1.5b,0.7,3
his_0250,History,1,54,328,9,49,2,3,1,3,1.0,0.7755,qwen2.5-coder:1.5b,0.7,3
sci_0251,Science,0,63,215,10,37,2,3,1,2,1.0,0.8919,qwen2.5-coder:1.5b,0.7,3
sci_0252,Science,1,57,255,10,49,2,4,1,4,0.9,0.7143,qwen2.5-coder:1.5b,0.7,3
sci_0253,Science,0,54,326,6,53,2,3,1,3,1.0,0.8868,qwen2.5-coder:1.5b,0.7,3
sci_0254,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0255,Science,0,63,149,10,25,2,2,1,2,1.0,0.92,qwen2.5-coder:1.5b,0.7,3
sci_0256,Science,1,57,286,10,49,2,6,1,5,0.9,0.8163,qwen2.5-coder:1.5b,0.7,3
sci_0257,Science,0,54,1468,6,221,2,17,1,9,1.0,0.5837,qwen2.5-coder:1.5b,0.7,3
sci_0258,Science,1,43,32,5,4,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0259,Science,0,63,244,10,40,2,3,1,1,1.0,0.85,qwen2.5-coder:1.5b,0.7,3
sci_0260,Science,1,57,196,10,35,2,4,1,3,0.9,0.8571,qwen2.5-coder:1.5b,0.7,3
sci_0261,Science,0,54,416,6,63,2,3,1,6,1.0,0.7778,qwen2.5-coder:1.5b,0.7,3
sci_0262,Science,1,43,240,5,39,2,4,1,2,1.0,0.9487,qwen2.5-coder:1.5b,0.7,3
sci_0263,Science,0,63,244,10,42,2,3,1,1,1.0,0.881,qwen2.5-coder:1.5b,0.7,3
sci_0264,Science,1,57,343,10,57,2,4,1,3,0.9,0.8596,qwen2.5-coder:1.5b,0.7,3
sci_0265,Science,0,54,637,6,98,2,6,1,5,1.0,0.7653,qwen2.5-coder:1.5b,0.7,3
sci_0266,Science,1,43,41,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0267,Science,0,63,389,10,62,2,4,1,2,1.0,0.6935,qwen2.5-coder:1.5b,0.7,3
sci_0268,Science,1,57,319,10,54,2,4,1,3,0.9,0.7222,qwen2.5-coder:1.5b,0.7,3
sci_0269,Science,0,54,375,6,63,2,4,1,3,1.0,0.7619,qwen2.5-coder:1.5b,0.7,3
sci_0270,Science,1,43,60,5,10,2,3,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0271,Science,0,63,276,10,52,2,4,1,3,1.0,0.8269,qwen2.5-coder:1.5b,0.7,3
sci_0272,Science,1,57,401,10,72,2,5,1,5,0.9,0.7639,qwen2.5-coder:1.5b,0.7,3
sci_0273,Science,0,54,690,6,109,2,6,1,6,1.0,0.7339,qwen2.5-coder:1.5b,0.7,3
sci_0274,Science,1,43,42,5,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0275,Science,0,63,243,10,41,2,3,1,4,1.0,0.8537,qwen2.5-coder:1.5b,0.7,3
sci_0276,Science,1,57,270,10,45,2,4,1,2,0.9,0.8444,qwen2.5-coder:1.5b,0.7,3
sci_0277,Science,0,54,1230,6,190,2,11,1,12,1.0,0.5947,qwen2.5-coder:1.5b,0.7,3
sci_0278,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0279,Science,0,63,308,10,50,2,4,1,1,1.0,0.76,qwen2.5-coder:1.5b,0.7,3
sci_0280,Science,1,57,799,10,124,2,12,1,5,0.9,0.6935,qwen2.5-coder:1.5b,0.7,3
sci_0281,Science,0,54,518,6,83,2,4,1,5,1.0,0.7108,qwen2.5-coder:1.5b,0.7,3
sci_0282,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0283,Science,0,63,225,10,36,2,3,1,1,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
sci_0284,Science,1,57,502,10,89,2,6,1,3,0.9,0.6742,qwen2.5-coder:1.5b,0.7,3
sci_0285,Science,0,54,998,6,154,2,12,1,6,1.0,0.6104,qwen2.5-coder:1.5b,0.7,3
sci_0286,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0287,Science,0,63,200,10,33,2,3,1,1,1.0,0.8788,qwen2.5-coder:1.5b,0.7,3
sci_0288,Science,1,57,250,10,49,2,4,1,4,0.9,0.7551,qwen2.5-coder:1.5b,0.7,3
sci_0289,Science,0,54,567,6,89,2,6,1,5,1.0,0.6517,qwen2.5-coder:1.5b,0.7,3
sci_0290,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0291,Science,0,63,84,10,14,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0292,Science,1,57,422,10,71,2,5,1,4,0.9,0.831,qwen2.5-coder:1.5b,0.7,3
sci_0293,Science,0,54,600,6,89,2,6,1,6,1.0,0.7753,qwen2.5-coder:1.5b,0.7,3
sci_0294,Science,1,43,31,5,4,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0295,Science,0,63,416,10,68,2,4,1,2,1.0,0.7353,qwen2.5-coder:1.5b,0.7,3
sci_0296,Science,1,57,230,10,44,2,4,1,5,0.9,0.7273,qwen2.5-coder:1.5b,0.7,3
sci_0297,Science,0,54,529,6,88,2,5,1,5,1.0,0.7159,qwen2.5-coder:1.5b,0.7,3
sci_0298,Science,1,43,33,5,5,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
sci_0299,Science,0,63,195,10,31,2,3,1,1,1.0,0.9032,qwen2.5-coder:1.5b,0.7,3
sci_0300,Science,1,57,946,10,165,2,9,1,11,0.9,0.5576,qwen2.5-coder:1.5b,0.7,3
com_0301,Computer Science,0,55,96,10,19,2,2,1,1,1.0,0.8421,qwen2.5-coder:1.5b,0.7,3
com_0302,Computer Science,1,66,1944,11,326,2,19,1,11,1.0,0.5245,qwen2.5-coder:1.5b,0.7,3
com_0303,Computer Science,0,74,2881,9,413,2,24,1,13,1.0,0.4988,qwen2.5-coder:1.5b,0.7,3
com_0304,Computer Science,1,60,386,13,59,2,4,1,2,0.9231,0.8475,qwen2.5-coder:1.5b,0.7,3
com_0305,Computer Science,0,55,1187,10,211,2,7,1,9,1.0,0.5687,qwen2.5-coder:1.5b,0.7,3
com_0306,Computer Science,1,66,2119,11,351,2,16,1,16,1.0,0.453,qwen2.5-coder:1.5b,0.7,3
com_0307,Computer Science,0,74,560,9,93,2,4,1,3,1.0,0.7097,qwen2.5-coder:1.5b,0.7,3
com_0308,Computer Science,1,60,248,13,41,2,3,1,1,0.9231,0.878,qwen2.5-coder:1.5b,0.7,3
com_0309,Computer Science,0,55,781,10,139,2,5,1,3,1.0,0.6331,qwen2.5-coder:1.5b,0.7,3
com_0310,Computer Science,1,66,1742,11,312,2,16,1,10,1.0,0.4712,qwen2.5-coder:1.5b,0.7,3
com_0311,Computer Science,0,74,3025,9,408,2,21,1,18,1.0,0.4902,qwen2.5-coder:1.5b,0.7,3
com_0312,Computer Science,1,60,873,13,144,2,6,1,5,0.9231,0.6458,qwen2.5-coder:1.5b,0.7,3
com_0313,Computer Science,0,55,901,10,152,2,8,1,6,1.0,0.5855,qwen2.5-coder:1.5b,0.7,3
com_0314,Computer Science,1,66,1544,11,267,2,16,1,13,1.0,0.5393,qwen2.5-coder:1.5b,0.7,3
com_0315,Computer Science,0,74,2331,9,327,2,12,1,14,1.0,0.5474,qwen2.5-coder:1.5b,0.7,3
com_0316,Computer Science,1,60,234,13,39,2,3,1,2,0.9231,0.8718,qwen2.5-coder:1.5b,0.7,3
com_0317,Computer Science,0,55,315,10,54,2,4,1,3,1.0,0.6852,qwen2.5-coder:1.5b,0.7,3
com_0318,Computer Science,1,66,2004,11,333,2,15,1,9,1.0,0.4925,qwen2.5-coder:1.5b,0.7,3
com_0319,Computer Science,0,74,871,9,153,2,15,1,5,1.0,0.5882,qwen2.5-coder:1.5b,0.7,3
com_0320,Computer Science,1,60,1599,13,271,2,14,1,10,0.9231,0.5314,qwen2.5-coder:1.5b,0.7,3
com_0321,Computer Science,0,55,87,10,17,2,2,1,1,1.0,0.9412,qwen2.5-coder:1.5b,0.7,3
com_0322,Computer Science,1,66,2141,11,361,2,21,1,12,1.0,0.5069,qwen2.5-coder:1.5b,0.7,3
com_0323,Computer Science,0,74,504,9,86,2,5,1,3,1.0,0.7093,qwen2.5-coder:1.5b,0.7,3
com_0324,Computer Science,1,60,957,13,160,2,7,1,4,0.9231,0.55,qwen2.5-coder:1.5b,0.7,3
com_0325,Computer Science,0,55,91,10,17,2,2,1,1,1.0,0.9412,qwen2.5-coder:1.5b,0.7,3
com_0326,Computer Science,1,66,449,11,79,2,5,1,4,1.0,0.6709,qwen2.5-coder:1.5b,0.7,3
com_0327,Computer Science,0,74,1329,9,209,2,15,1,3,1.0,0.5502,qwen2.5-coder:1.5b,0.7,3
com_0328,Computer Science,1,60,284,13,45,2,4,1,3,0.9231,0.9556,qwen2.5-coder:1.5b,0.7,3
com_0329,Computer Science,0,55,195,10,34,2,3,1,3,1.0,0.8235,qwen2.5-coder:1.5b,0.7,3
com_0330,Computer Science,1,66,2030,11,347,2,22,1,11,1.0,0.4496,qwen2.5-coder:1.5b,0.7,3
com_0331,Computer Science,0,74,862,9,138,2,8,1,6,1.0,0.5507,qwen2.5-coder:1.5b,0.7,3
com_0332,Computer Science,1,60,1169,13,200,2,10,1,11,0.9231,0.605,qwen2.5-coder:1.5b,0.7,3
com_0333,Computer Science,0,55,173,10,32,2,2,1,2,1.0,0.8438,qwen2.5-coder:1.5b,0.7,3
com_0334,Computer Science,1,66,1732,11,283,2,13,1,12,1.0,0.4982,qwen2.5-coder:1.5b,0.7,3
com_0335,Computer Science,0,74,582,9,98,2,6,1,3,1.0,0.6837,qwen2.5-coder:1.5b,0.7,3
com_0336,Computer Science,1,60,425,13,74,2,5,1,2,0.9231,0.7703,qwen2.5-coder:1.5b,0.7,3
com_0337,Computer Science,0,55,85,10,16,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
com_0338,Computer Science,1,66,637,11,110,2,7,1,6,1.0,0.5091,qwen2.5-coder:1.5b,0.7,3
com_0339,Computer Science,0,74,609,9,97,2,6,1,4,1.0,0.701,qwen2.5-coder:1.5b,0.7,3
com_0340,Computer Science,1,60,990,13,157,2,6,1,4,0.9231,0.6433,qwen2.5-coder:1.5b,0.7,3
com_0341,Computer Science,0,55,461,10,80,2,4,1,7,1.0,0.725,qwen2.5-coder:1.5b,0.7,3
com_0342,Computer Science,1,66,2166,11,364,2,21,1,12,1.0,0.4341,qwen2.5-coder:1.5b,0.7,3
com_0343,Computer Science,0,74,326,9,53,2,3,1,2,1.0,0.8302,qwen2.5-coder:1.5b,0.7,3
com_0344,Computer Science,1,60,378,13,64,2,4,1,2,0.9231,0.8438,qwen2.5-coder:1.5b,0.7,3
com_0345,Computer Science,0,55,1861,10,269,2,13,1,16,1.0,0.4944,qwen2.5-coder:1.5b,0.7,3
com_0346,Computer Science,1,66,1466,11,251,2,12,1,10,1.0,0.5817,qwen2.5-coder:1.5b,0.7,3
com_0347,Computer Science,0,74,1115,9,187,2,8,1,7,1.0,0.5134,qwen2.5-coder:1.5b,0.7,3
com_0348,Computer Science,1,60,1062,13,178,2,11,1,5,0.9231,0.5843,qwen2.5-coder:1.5b,0.7,3
com_0349,Computer Science,0,55,132,10,27,2,2,1,2,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
com_0350,Computer Science,1,66,1802,11,288,2,12,1,10,1.0,0.4931,qwen2.5-coder:1.5b,0.7,3
phy_0351,Physics,0,63,343,9,60,2,4,1,4,1.0,0.7667,qwen2.5-coder:1.5b,0.7,3
phy_0352,Physics,1,61,267,8,43,2,5,1,4,1.0,0.8372,qwen2.5-coder:1.5b,0.7,3
phy_0353,Physics,0,56,1501,7,270,2,14,1,10,1.0,0.3963,qwen2.5-coder:1.5b,0.7,3
phy_0354,Physics,1,59,1370,7,216,2,14,1,13,1.0,0.5972,qwen2.5-coder:1.5b,0.7,3
phy_0355,Physics,0,63,288,9,48,2,3,1,3,1.0,0.7292,qwen2.5-coder:1.5b,0.7,3
phy_0356,Physics,1,61,1570,8,239,2,20,1,7,1.0,0.6318,qwen2.5-coder:1.5b,0.7,3
phy_0357,Physics,0,56,996,7,175,2,8,1,7,1.0,0.5714,qwen2.5-coder:1.5b,0.7,3
phy_0358,Physics,1,59,898,7,144,2,7,1,7,1.0,0.5764,qwen2.5-coder:1.5b,0.7,3
phy_0359,Physics,0,63,272,9,50,2,4,1,3,1.0,0.72,qwen2.5-coder:1.5b,0.7,3
phy_0360,Physics,1,61,334,8,57,2,6,1,4,1.0,0.7719,qwen2.5-coder:1.5b,0.7,3
phy_0361,Physics,0,56,387,7,62,2,5,1,2,1.0,0.7258,qwen2.5-coder:1.5b,0.7,3
phy_0362,Physics,1,59,897,7,148,2,9,1,9,1.0,0.6419,qwen2.5-coder:1.5b,0.7,3
phy_0363,Physics,0,63,1602,9,269,2,18,1,9,1.0,0.5688,qwen2.5-coder:1.5b,0.7,3
phy_0364,Physics,1,61,202,8,33,2,5,1,3,1.0,0.9394,qwen2.5-coder:1.5b,0.7,3
phy_0365,Physics,0,56,405,7,66,2,4,1,3,1.0,0.6818,qwen2.5-coder:1.5b,0.7,3
phy_0366,Physics,1,59,1343,7,217,2,14,1,11,1.0,0.5438,qwen2.5-coder:1.5b,0.7,3
phy_0367,Physics,0,63,1886,9,318,2,20,1,14,1.0,0.5094,qwen2.5-coder:1.5b,0.7,3
phy_0368,Physics,1,61,718,8,119,2,10,1,6,1.0,0.6723,qwen2.5-coder:1.5b,0.7,3
phy_0369,Physics,0,56,527,7,95,2,3,1,5,1.0,0.6211,qwen2.5-coder:1.5b,0.7,3
phy_0370,Physics,1,59,1141,7,185,2,9,1,12,1.0,0.573,qwen2.5-coder:1.5b,0.7,3
phy_0371,Physics,0,63,339,9,60,2,4,1,3,1.0,0.6667,qwen2.5-coder:1.5b,0.7,3
phy_0372,Physics,1,61,225,8,39,2,5,1,3,1.0,0.8974,qwen2.5-coder:1.5b,0.7,3
phy_0373,Physics,0,56,1062,7,167,2,12,1,2,1.0,0.5689,qwen2.5-coder:1.5b,0.7,3
phy_0374,Physics,1,59,844,7,136,2,9,1,5,1.0,0.5882,qwen2.5-coder:1.5b,0.7,3
phy_0375,Physics,0,63,303,9,58,2,4,1,3,1.0,0.7241,qwen2.5-coder:1.5b,0.7,3
phy_0376,Physics,1,61,366,8,58,2,4,1,3,1.0,0.8103,qwen2.5-coder:1.5b,0.7,3
phy_0377,Physics,0,56,325,7,61,2,5,1,5,1.0,0.8197,qwen2.5-coder:1.5b,0.7,3
phy_0378,Physics,1,59,1137,7,180,2,10,1,13,1.0,0.5778,qwen2.5-coder:1.5b,0.7,3
phy_0379,Physics,0,63,438,9,81,2,5,1,8,1.0,0.6667,qwen2.5-coder:1.5b,0.7,3
phy_0380,Physics,1,61,390,8,63,2,7,1,3,1.0,0.7937,qwen2.5-coder:1.5b,0.7,3
phy_0381,Physics,0,56,369,7,65,2,7,1,6,1.0,0.6923,qwen2.5-coder:1.5b,0.7,3
phy_0382,Physics,1,59,1429,7,242,2,14,1,13,1.0,0.4793,qwen2.5-coder:1.5b,0.7,3
phy_0383,Physics,0,63,467,9,79,2,5,1,6,1.0,0.8101,qwen2.5-coder:1.5b,0.7,3
phy_0384,Physics,1,61,337,8,60,2,5,1,3,1.0,0.8167,qwen2.5-coder:1.5b,0.7,3
phy_0385,Physics,0,56,1001,7,173,2,9,1,7,1.0,0.5838,qwen2.5-coder:1.5b,0.7,3
phy_0386,Physics,1,59,868,7,144,2,11,1,10,1.0,0.5764,qwen2.5-coder:1.5b,0.7,3
phy_0387,Physics,0,63,1008,9,164,2,11,1,8,1.0,0.6341,qwen2.5-coder:1.5b,0.7,3
phy_0388,Physics,1,61,585,8,94,2,8,1,3,1.0,0.7447,qwen2.5-coder:1.5b,0.7,3
phy_0389,Physics,0,56,837,7,145,2,6,1,10,1.0,0.5034,qwen2.5-coder:1.5b,0.7,3
phy_0390,Physics,1,59,1720,7,279,2,17,1,14,1.0,0.4624,qwen2.5-coder:1.5b,0.7,3
phy_0391,Physics,0,63,355,9,57,2,4,1,4,1.0,0.807,qwen2.5-coder:1.5b,0.7,3
phy_0392,Physics,1,61,494,8,71,2,7,1,3,1.0,0.8592,qwen2.5-coder:1.5b,0.7,3
phy_0393,Physics,0,56,639,7,106,2,6,1,7,1.0,0.6887,qwen2.5-coder:1.5b,0.7,3
phy_0394,Physics,1,59,1143,7,179,2,12,1,12,1.0,0.6201,qwen2.5-coder:1.5b,0.7,3
phy_0395,Physics,0,63,280,9,44,2,4,1,1,1.0,0.8864,qwen2.5-coder:1.5b,0.7,3
phy_0396,Physics,1,61,378,8,67,2,5,1,3,1.0,0.7761,qwen2.5-coder:1.5b,0.7,3
phy_0397,Physics,0,56,372,7,70,2,5,1,4,1.0,0.7,qwen2.5-coder:1.5b,0.7,3
phy_0398,Physics,1,59,1242,7,205,2,11,1,9,1.0,0.5024,qwen2.5-coder:1.5b,0.7,3
phy_0399,Physics,0,63,392,9,70,2,4,1,5,1.0,0.7571,qwen2.5-coder:1.5b,0.7,3
phy_0400,Physics,1,61,375,8,59,2,7,1,4,1.0,0.8475,qwen2.5-coder:1.5b,0.7,3
bio_0401,Biology,0,53,279,7,44,2,4,1,3,1.0,0.8182,qwen2.5-coder:1.5b,0.7,3
bio_0402,Biology,1,57,123,6,19,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0403,Biology,0,53,527,8,75,2,6,1,2,1.0,0.8,qwen2.5-coder:1.5b,0.7,3
bio_0404,Biology,1,57,321,7,48,2,5,1,5,1.0,0.8333,qwen2.5-coder:1.5b,0.7,3
bio_0405,Biology,0,53,86,7,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0406,Biology,1,57,40,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0407,Biology,0,53,395,8,58,2,5,1,2,1.0,0.7759,qwen2.5-coder:1.5b,0.7,3
bio_0408,Biology,1,57,1423,7,228,2,22,1,8,1.0,0.6272,qwen2.5-coder:1.5b,0.7,3
bio_0409,Biology,0,53,87,7,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0410,Biology,1,57,354,6,52,2,4,1,2,1.0,0.7885,qwen2.5-coder:1.5b,0.7,3
bio_0411,Biology,0,53,1912,8,289,2,21,1,10,1.0,0.6159,qwen2.5-coder:1.5b,0.7,3
bio_0412,Biology,1,57,366,7,61,2,5,1,3,1.0,0.8033,qwen2.5-coder:1.5b,0.7,3
bio_0413,Biology,0,53,179,7,30,2,3,1,2,1.0,0.9333,qwen2.5-coder:1.5b,0.7,3
bio_0414,Biology,1,57,264,6,36,2,3,1,3,1.0,0.9722,qwen2.5-coder:1.5b,0.7,3
bio_0415,Biology,0,53,345,8,53,2,5,1,2,1.0,0.8302,qwen2.5-coder:1.5b,0.7,3
bio_0416,Biology,1,57,693,7,105,2,7,1,5,1.0,0.6667,qwen2.5-coder:1.5b,0.7,3
bio_0417,Biology,0,53,405,7,66,2,4,1,5,1.0,0.7424,qwen2.5-coder:1.5b,0.7,3
bio_0418,Biology,1,57,1641,6,246,2,23,1,5,1.0,0.561,qwen2.5-coder:1.5b,0.7,3
bio_0419,Biology,0,53,80,8,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0420,Biology,1,57,1385,7,214,2,22,1,8,1.0,0.6963,qwen2.5-coder:1.5b,0.7,3
bio_0421,Biology,0,53,86,7,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0422,Biology,1,57,369,6,55,2,4,1,3,1.0,0.8,qwen2.5-coder:1.5b,0.7,3
bio_0423,Biology,0,53,347,8,52,2,4,1,4,1.0,0.8846,qwen2.5-coder:1.5b,0.7,3
bio_0424,Biology,1,57,1456,7,229,2,18,1,13,1.0,0.6463,qwen2.5-coder:1.5b,0.7,3
bio_0425,Biology,0,53,182,7,32,2,3,1,3,1.0,0.875,qwen2.5-coder:1.5b,0.7,3
bio_0426,Biology,1,57,346,6,48,2,4,1,3,1.0,0.8542,qwen2.5-coder:1.5b,0.7,3
bio_0427,Biology,0,53,402,8,58,2,4,1,2,1.0,0.8448,qwen2.5-coder:1.5b,0.7,3
bio_0428,Biology,1,57,346,7,55,2,5,1,4,1.0,0.8182,qwen2.5-coder:1.5b,0.7,3
bio_0429,Biology,0,53,86,7,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0430,Biology,1,57,28,6,3,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0431,Biology,0,53,479,8,77,2,5,1,4,1.0,0.7403,qwen2.5-coder:1.5b,0.7,3
bio_0432,Biology,1,57,54,7,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0433,Biology,0,53,301,7,52,2,4,1,3,1.0,0.8077,qwen2.5-coder:1.5b,0.7,3
bio_0434,Biology,1,57,323,6,46,2,3,1,3,1.0,0.8913,qwen2.5-coder:1.5b,0.7,3
bio_0435,Biology,0,53,531,8,78,2,6,1,4,1.0,0.6923,qwen2.5-coder:1.5b,0.7,3
bio_0436,Biology,1,57,1208,7,165,2,11,1,8,1.0,0.6424,qwen2.5-coder:1.5b,0.7,3
bio_0437,Biology,0,53,174,7,30,2,3,1,2,1.0,0.9333,qwen2.5-coder:1.5b,0.7,3
bio_0438,Biology,1,57,573,6,82,2,5,1,5,1.0,0.7683,qwen2.5-coder:1.5b,0.7,3
bio_0439,Biology,0,53,686,8,106,2,6,1,7,1.0,0.6698,qwen2.5-coder:1.5b,0.7,3
bio_0440,Biology,1,57,802,7,121,2,11,1,9,1.0,0.7769,qwen2.5-coder:1.5b,0.7,3
bio_0441,Biology,0,53,180,7,30,2,3,1,2,1.0,0.8333,qwen2.5-coder:1.5b,0.7,3
bio_0442,Biology,1,57,961,6,143,2,8,1,7,1.0,0.6294,qwen2.5-coder:1.5b,0.7,3
bio_0443,Biology,0,53,2033,8,324,2,23,1,8,1.0,0.5309,qwen2.5-coder:1.5b,0.7,3
bio_0444,Biology,1,57,619,7,105,2,7,1,7,1.0,0.7333,qwen2.5-coder:1.5b,0.7,3
bio_0445,Biology,0,53,397,7,66,2,4,1,3,1.0,0.7576,qwen2.5-coder:1.5b,0.7,3
bio_0446,Biology,1,57,301,6,44,2,3,1,2,1.0,0.8409,qwen2.5-coder:1.5b,0.7,3
bio_0447,Biology,0,53,271,8,35,2,3,1,3,1.0,0.9429,qwen2.5-coder:1.5b,0.7,3
bio_0448,Biology,1,57,395,7,60,2,6,1,4,1.0,0.85,qwen2.5-coder:1.5b,0.7,3
bio_0449,Biology,0,53,87,7,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
bio_0450,Biology,1,57,257,6,37,2,3,1,3,1.0,0.8919,qwen2.5-coder:1.5b,0.7,3
che_0451,Chemistry,0,60,99,11,18,2,3,1,1,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
che_0452,Chemistry,1,61,387,9,63,2,5,1,3,1.0,0.8571,qwen2.5-coder:1.5b,0.7,3
che_0453,Chemistry,0,58,303,8,46,2,4,1,3,1.0,0.913,qwen2.5-coder:1.5b,0.7,3
che_0454,Chemistry,1,52,360,8,59,2,4,1,5,1.0,0.7966,qwen2.5-coder:1.5b,0.7,3
che_0455,Chemistry,0,60,88,11,15,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0456,Chemistry,1,61,612,9,92,2,6,1,6,1.0,0.8152,qwen2.5-coder:1.5b,0.7,3
che_0457,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0458,Chemistry,1,52,363,8,59,2,5,1,3,1.0,0.8305,qwen2.5-coder:1.5b,0.7,3
che_0459,Chemistry,0,60,128,11,21,2,3,1,1,1.0,0.9524,qwen2.5-coder:1.5b,0.7,3
che_0460,Chemistry,1,61,315,9,51,2,5,1,3,1.0,0.902,qwen2.5-coder:1.5b,0.7,3
che_0461,Chemistry,0,58,196,8,27,2,2,1,1,1.0,0.9259,qwen2.5-coder:1.5b,0.7,3
che_0462,Chemistry,1,52,322,8,52,2,5,1,3,1.0,0.8269,qwen2.5-coder:1.5b,0.7,3
che_0463,Chemistry,0,60,55,11,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0464,Chemistry,1,61,344,9,61,2,6,1,3,1.0,0.7377,qwen2.5-coder:1.5b,0.7,3
che_0465,Chemistry,0,58,308,8,50,2,4,1,2,1.0,0.86,qwen2.5-coder:1.5b,0.7,3
che_0466,Chemistry,1,52,289,8,46,2,3,1,2,1.0,0.7826,qwen2.5-coder:1.5b,0.7,3
che_0467,Chemistry,0,60,974,11,159,2,13,1,5,1.0,0.6478,qwen2.5-coder:1.5b,0.7,3
che_0468,Chemistry,1,61,607,9,98,2,5,1,5,1.0,0.7959,qwen2.5-coder:1.5b,0.7,3
che_0469,Chemistry,0,58,134,8,23,2,3,1,1,1.0,0.913,qwen2.5-coder:1.5b,0.7,3
che_0470,Chemistry,1,52,247,8,41,2,4,1,2,1.0,0.9024,qwen2.5-coder:1.5b,0.7,3
che_0471,Chemistry,0,60,400,11,65,2,5,1,2,1.0,0.7538,qwen2.5-coder:1.5b,0.7,3
che_0472,Chemistry,1,61,739,9,122,2,8,1,8,1.0,0.7213,qwen2.5-coder:1.5b,0.7,3
che_0473,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0474,Chemistry,1,52,544,8,87,2,6,1,5,1.0,0.7701,qwen2.5-coder:1.5b,0.7,3
che_0475,Chemistry,0,60,294,11,45,2,4,1,3,1.0,0.8444,qwen2.5-coder:1.5b,0.7,3
che_0476,Chemistry,1,61,438,9,72,2,6,1,3,1.0,0.8611,qwen2.5-coder:1.5b,0.7,3
che_0477,Chemistry,0,58,365,8,57,2,4,1,3,1.0,0.8596,qwen2.5-coder:1.5b,0.7,3
