sample_id,domain,category,difficulty,claim,ground_truth,ground_truth_label,source_url,provenance,baseline_score,baseline_pred,baseline_correct,baseline_latency_ms,enhanced_score,enhanced_pred,enhanced_correct,enhanced_latency_ms,num_propositions,enhancements_triggered,score_delta,prediction_changed,correctness_changed,transition_class
8A_BIO_TRU_0072,Biology,TRUE_CONTROL,easy,The mitochondrion is the primary site of ATP synthesis via oxidative phosphorylation in eukaryotic cells.,0,factual,https://en.wikipedia.org/wiki/Mitochondrion,Mitochondria produce ATP via oxidative phosphorylation (electron transport chain + ATP synthase). Factual.,0.5,1,False,2321.08,0.5822,1,False,2302.67,1,[],0.0822,False,False,D_STABLE_WRONG
8A_BIO_TRU_0073,Biology,TRUE_CONTROL,medium,DNA replication is semi-conservative: each daughter strand retains one original parental strand.,0,factual,https://en.wikipedia.org/wiki/DNA_replication,Meselson-Stahl (1958) established semi-conservative replication. Factual.,0.5,1,False,2231.53,0.125,0,True,1897.55,1,[],-0.375,True,True,C_RECOVERY
8A_BIO_TRU_0074,Biology,TRUE_CONTROL,easy,"The human body has 23 pairs of chromosomes, totalling 46.",0,factual,https://en.wikipedia.org/wiki/Human_karyotype,Diploid human cells have 46 chromosomes (23 pairs). Factual.,0.5,1,False,1824.44,0.1125,0,True,1754.12,1,[],-0.3875,True,True,C_RECOVERY
8A_BIO_TRU_0075,Biology,TRUE_CONTROL,easy,Photosynthesis in plants occurs in the chloroplast and converts CO₂ and water into glucose using light energy.,0,factual,https://en.wikipedia.org/wiki/Photosynthesis,6CO₂+6H₂O+light→C₆H₁₂O₆+6O₂ in chloroplasts. Factual.,0.5,1,False,2319.0,0.1636,0,True,2040.66,1,[],-0.3364,True,True,C_RECOVERY
8A_BIO_NUM_0076,Biology,NUMERICAL_PRECISION,medium,Human DNA contains approximately 300 million base pairs.,1,hallucinated,https://en.wikipedia.org/wiki/Human_genome,Correct: ~3 billion (3×10⁹) bp. Claim states 300 million (3×10⁸) — off by factor of 10.,0.5,1,True,1758.21,1.0,1,True,1550.81,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NUM_0077,Biology,NUMERICAL_PRECISION,easy,"The human body has 46 pairs of chromosomes, totalling 92.",1,hallucinated,https://en.wikipedia.org/wiki/Human_karyotype,Humans have 23 pairs (46 total). Claim doubles both values.,0.5,1,True,1629.1,1.0,1,True,1334.01,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NUM_0078,Biology,NUMERICAL_PRECISION,medium,A typical human cell contains approximately 20 to 25 total genes.,1,hallucinated,https://en.wikipedia.org/wiki/Human_genome,"Human genome encodes ~20,000–25,000 protein-coding genes. Claim omits three orders of magnitude.",0.5,1,True,1541.23,1.0,1,True,1504.31,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NUM_0079,Biology,NUMERICAL_PRECISION,hard,DNA replication copies the genome at approximately 10 nucleotides per second in humans.,1,hallucinated,https://en.wikipedia.org/wiki/DNA_replication,Human replication forks proceed at ~50 bp/s per fork; ~1000 nt/s for E. coli. 10 nt/s is too slow.,0.5,1,True,1434.28,1.0,1,True,2368.56,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NUM_0080,Biology,NUMERICAL_PRECISION,medium,Cellular respiration of one molecule of glucose yields approximately 2 ATP molecules in total.,1,hallucinated,https://en.wikipedia.org/wiki/Cellular_respiration,Complete oxidative phosphorylation yields ~30–32 ATP per glucose. Claim only counts glycolysis net yield.,0.5,1,True,1900.38,1.0,1,True,2124.19,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_UNI_0081,Biology,UNIT_SCALE,medium,A typical human cell nucleus has a diameter of approximately 6 mm.,1,hallucinated,https://en.wikipedia.org/wiki/Cell_nucleus,"Nucleus diameter ~6 μm (micrometres), not mm. Claim is 10³ too large.",0.5,1,True,1990.99,1.0,1,True,2290.87,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_UNI_0082,Biology,UNIT_SCALE,medium,The average human red blood cell has a diameter of approximately 8 mm.,1,hallucinated,https://en.wikipedia.org/wiki/Red_blood_cell,"RBC diameter ~8 μm, not 8 mm. Claim is 10³ too large.",0.5,1,True,1391.95,1.0,1,True,1808.32,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_UNI_0083,Biology,UNIT_SCALE,hard,DNA nucleotides are spaced approximately 3.4 cm apart along the double helix.,1,hallucinated,https://en.wikipedia.org/wiki/DNA,"Base-pair spacing is 3.4 Å (0.34 nm), not cm. Claim is ~10⁸ too large.",0.5,1,True,1608.28,1.0,1,True,2045.7,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_UNI_0084,Biology,UNIT_SCALE,hard,A ribosome has a diameter of approximately 25 micrometres.,1,hallucinated,https://en.wikipedia.org/wiki/Ribosome,"Ribosome diameter is ~25–30 nm (nanometres), not micrometres. Claim is 1000× too large.",0.5,1,True,1958.59,1.0,1,True,2031.13,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_UNI_0085,Biology,UNIT_SCALE,hard,The human genome contains approximately 3 billion kilobases of DNA.,1,hallucinated,https://en.wikipedia.org/wiki/Human_genome,"Genome is ~3 billion BASE PAIRS, not kilobases. In kilobases: ~3 million kb. Claim inflates by 10³.",0.5,1,True,2594.15,1.0,1,True,1852.23,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NEG_0086,Biology,NEGATION,easy,Mitochondria do not contain their own DNA.,1,hallucinated,https://en.wikipedia.org/wiki/Mitochondrial_DNA,Mitochondria DO have their own circular DNA (mtDNA). Negation is false.,0.5,1,True,1949.52,1.0,1,True,1849.2,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_BIO_NEG_0087,Biology,NEGATION,medium,Enzymes are permanently consumed and destroyed during the biochemical reactions they catalyse.,1,hallucinated,https://en.wikipedia.org/wiki/Enzyme,Enzymes act as catalysts and emerge unchanged/regenerated; claim incorrectly asserts they are consumed.,0.5,1,True,1862.87,1.0,1,True,1901.69,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_NEG_0088,Biology,NEGATION,medium,CRISPR-Cas9 does not use RNA to guide DNA editing.,1,hallucinated,https://en.wikipedia.org/wiki/CRISPR,CRISPR-Cas9 DOES use guide RNA (sgRNA) to locate target DNA sequences. Negation is false.,0.5,1,True,2103.56,0.9993,1,True,2226.87,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.4993,False,False,A_STABLE_CORRECT
8A_BIO_NEG_0089,Biology,NEGATION,medium,DNA polymerase does not require a primer to initiate synthesis of a new DNA strand.,1,hallucinated,https://en.wikipedia.org/wiki/DNA_polymerase,DNA polymerase requires a primer (free 3'-OH group) to begin synthesis. Negation is false.,0.5,1,True,1542.23,0.9781,1,True,2135.68,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.4781,False,False,A_STABLE_CORRECT
8A_BIO_NEG_0090,Biology,NEGATION,medium,Telomeres do not shorten with each cell division in somatic cells.,1,hallucinated,https://en.wikipedia.org/wiki/Telomere,Telomeres DO shorten with successive cell divisions (Hayflick limit). Negation is false.,0.5,1,True,2087.34,1.0,1,True,2333.2,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_BIO_CAU_0091,Biology,CAUSAL_INVERSION,easy,mRNA is transcribed from a protein template during gene expression.,1,hallucinated,https://en.wikipedia.org/wiki/Transcription_(biology),"mRNA is transcribed from DNA, not protein. Causal/directional source reversed.",0.5,1,True,1834.56,0.2192,0,False,2081.6,1,[],-0.2808,True,True,B_REGRESSION
8A_BIO_CAU_0092,Biology,CAUSAL_INVERSION,medium,"Natural selection acts on genotype directly, causing changes in phenotype distribution.",1,hallucinated,https://en.wikipedia.org/wiki/Natural_selection,Selection acts on phenotype; differential survival changes allele/genotype frequencies. Direction reversed.,0.5,1,True,2235.17,0.2694,0,False,2396.47,1,[],-0.2306,True,True,B_REGRESSION
8A_BIO_CAU_0093,Biology,CAUSAL_INVERSION,hard,"Increased oxygen availability causes the haemoglobin saturation curve to shift left, releasing less oxygen to tissues.",1,hallucinated,https://en.wikipedia.org/wiki/Oxygen%E2%80%93haemoglobin_dissociation_curve,"Rightward shift (Bohr effect) releases more O₂. Increased pO₂ increases saturation, not decreases release.",0.5,1,True,2056.15,0.5032,1,True,2385.07,1,[],0.0032,False,False,A_STABLE_CORRECT
8A_BIO_CAU_0094,Biology,CAUSAL_INVERSION,easy,Insulin secretion causes blood glucose levels to rise in healthy individuals.,1,hallucinated,https://en.wikipedia.org/wiki/Insulin,"Insulin promotes glucose uptake, LOWERING blood glucose. Causal direction reversed.",0.5,1,True,1330.77,1.0,1,True,1769.16,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_CAU_0095,Biology,CAUSAL_INVERSION,medium,Apoptosis is triggered by cell survival signals and prevents programmed cell death.,1,hallucinated,https://en.wikipedia.org/wiki/Apoptosis,"Apoptosis IS programmed cell death, triggered by stress/damage signals, not survival signals.",0.5,1,True,1989.24,0.1611,0,False,1531.04,1,[],-0.3389,True,True,B_REGRESSION
8A_BIO_OUT_0096,Biology,OUTDATED_SCIENTIFIC_CLAIM,easy,"Acquired characteristics are inherited by offspring, as proposed by Lamarck.",1,hallucinated,https://en.wikipedia.org/wiki/Lamarckism,Lamarckian inheritance disproved. Neo-Darwinian synthesis: only genetic mutations are heritable (excluding epigenetics debate).,0.5,1,True,1955.48,0.1438,0,False,2432.47,1,[],-0.3562,True,True,B_REGRESSION
8A_BIO_OUT_0097,Biology,OUTDATED_SCIENTIFIC_CLAIM,easy,The spontaneous generation of life from non-living matter occurs regularly in nature.,1,hallucinated,https://en.wikipedia.org/wiki/Spontaneous_generation,Disproved by Pasteur (1859–1861). Biogenesis: life arises from pre-existing life.,0.5,1,True,1685.81,1.0,1,True,1527.16,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_OUT_0098,Biology,OUTDATED_SCIENTIFIC_CLAIM,medium,Genes are located on proteins rather than nucleic acids.,1,hallucinated,https://en.wikipedia.org/wiki/Avery%E2%80%93MacLeod%E2%80%93McCarty_experiment,"Pre-1944 belief. Avery, MacLeod, McCarty (1944) and Hershey-Chase (1952) proved DNA is the genetic material.",0.5,1,True,1781.28,1.0,1,True,1461.45,1,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_OUT_0099,Biology,OUTDATED_SCIENTIFIC_CLAIM,hard,Junk DNA has no biological function and constitutes the majority of the non-coding human genome.,1,hallucinated,https://en.wikipedia.org/wiki/Noncoding_DNA,ENCODE project (2012) found ~80% of genome has biochemical activity. 'Junk DNA' concept is outdated.,0.5,1,True,2474.3,1.0,1,True,1937.19,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'no' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_BIO_OUT_0100,Biology,OUTDATED_SCIENTIFIC_CLAIM,medium,Neurons in the adult brain cannot regenerate or form new connections.,1,hallucinated,https://en.wikipedia.org/wiki/Adult_neurogenesis,Adult neurogenesis occurs in hippocampus; synaptic plasticity allows new connection formation throughout life.,0.5,1,True,1429.05,0.9838,1,True,2022.35,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'cannot' while evidence affirms the predicate.""]",0.4838,False,False,A_STABLE_CORRECT
8A_BIO_TRU_0101,Biology,TRUE_CORE_FALSE_ELABORATION,medium,"The polymerase chain reaction (PCR), developed by Kary Mullis in 1983, amplifies DNA using RNA polymerase.",1,hallucinated,https://en.wikipedia.org/wiki/Polymerase_chain_reaction,"Core true: PCR developed by Mullis ~1983. Fabrication: PCR uses heat-stable DNA polymerase (Taq), not RNA polymerase.",0.5,1,True,2452.47,0.0917,0,False,2563.82,1,[],-0.4083,True,True,B_REGRESSION
8A_BIO_TRU_0102,Biology,TRUE_CORE_FALSE_ELABORATION,medium,"The double helix structure of DNA was proposed by Watson and Crick in 1953, based on X-ray data from their own laboratory.",1,hallucinated,https://en.wikipedia.org/wiki/Nucleic_acid_double_helix,Core true: Watson-Crick 1953. Fabrication: key X-ray data (Photo 51) came from Rosalind Franklin at King's College.,0.5,1,True,1791.44,0.1409,0,False,2148.47,1,[],-0.3591,True,True,B_REGRESSION
8A_BIO_TRU_0103,Biology,TRUE_CORE_FALSE_ELABORATION,medium,"The HIV virus causes AIDS by infecting and destroying CD4+ T-cells, and it was first identified in the 1970s.",1,hallucinated,https://en.wikipedia.org/wiki/HIV/AIDS,Core true: HIV destroys CD4+ T-cells. Fabrication: HIV was identified in 1983 by Montagnier/Barré-Sinoussi and Gallo.,0.5,1,True,1919.0,0.5061,1,True,3743.52,2,[],0.0061,False,False,A_STABLE_CORRECT
8A_BIO_TRU_0104,Biology,TRUE_CORE_FALSE_ELABORATION,easy,Antibiotics kill bacteria by disrupting cell wall synthesis; they are equally effective against viral infections.,1,hallucinated,https://en.wikipedia.org/wiki/Antibiotic,Core true: some antibiotics disrupt cell walls. Fabrication: antibiotics have no effect on viral infections.,0.5,1,True,2241.29,1.0,1,True,3826.53,2,[],0.5,False,False,A_STABLE_CORRECT
8A_BIO_TRU_0105,Biology,TRUE_CORE_FALSE_ELABORATION,medium,"Restriction enzymes, used in molecular cloning, cut DNA at random positions along the strand.",1,hallucinated,https://en.wikipedia.org/wiki/Restriction_enzyme,"Core true: restriction enzymes cut DNA. Fabrication: they cut at specific recognition sequences, not random positions.",0.5,1,True,1561.23,0.2699,0,False,2237.48,1,[],-0.2301,True,True,B_REGRESSION
8A_MED_TRU_0106,Medicine,TRUE_CONTROL,easy,"Penicillin, the first widely used antibiotic, was discovered by Alexander Fleming in 1928.",0,factual,https://en.wikipedia.org/wiki/Penicillin,Fleming observed penicillin's antibacterial effects in 1928. Factual.,0.5,1,False,1914.71,0.1007,0,True,3065.61,1,[],-0.3993,True,True,C_RECOVERY
8A_MED_TRU_0107,Medicine,TRUE_CONTROL,medium,Type 1 diabetes is caused by autoimmune destruction of insulin-producing beta cells in the pancreatic islets of Langerhans.,0,factual,https://en.wikipedia.org/wiki/Diabetes_mellitus_type_1,T1DM: autoimmune destruction of β-cells → no insulin production. Factual.,0.5,1,False,2313.61,0.175,0,True,2235.37,1,[],-0.325,True,True,C_RECOVERY
8A_MED_TRU_0108,Medicine,TRUE_CONTROL,medium,Hypertension is defined as a sustained systolic blood pressure of ≥140 mmHg or diastolic ≥90 mmHg.,0,factual,https://en.wikipedia.org/wiki/Hypertension,WHO/JNC-7 definition: ≥140/90 mmHg. Factual.,0.5,1,False,1784.55,0.9982,1,False,2439.73,1,[],0.4982,False,False,D_STABLE_WRONG
8A_MED_TRU_0109,Medicine,TRUE_CONTROL,easy,The ABO blood group system involves antigens on red blood cell surfaces and corresponding antibodies in plasma.,0,factual,https://en.wikipedia.org/wiki/ABO_blood_group_system,ABO system: surface antigens + serum antibodies. Discovered by Landsteiner 1901. Factual.,0.5,1,False,2096.2,0.0242,0,True,2293.62,1,[],-0.4758,True,True,C_RECOVERY
8A_MED_TRU_0110,Medicine,TRUE_CONTROL,medium,"Statins reduce cardiovascular risk primarily by inhibiting HMG-CoA reductase, the rate-limiting enzyme in cholesterol synthesis.",0,factual,https://en.wikipedia.org/wiki/Statin,"Statins competitively inhibit HMG-CoA reductase, reducing LDL cholesterol. Factual.",0.5,1,False,1737.67,0.5001,1,False,2605.84,1,[],0.0001,False,False,D_STABLE_WRONG
8A_MED_NUM_0111,Medicine,NUMERICAL_PRECISION,easy,Normal adult resting heart rate is approximately 100–120 beats per minute.,1,hallucinated,https://en.wikipedia.org/wiki/Heart_rate,Normal resting HR: 60–100 bpm. Claim describes tachycardia range.,0.5,1,True,1650.1,0.0813,0,False,2039.27,1,[],-0.4187,True,True,B_REGRESSION
8A_MED_NUM_0112,Medicine,NUMERICAL_PRECISION,medium,The normal fasting blood glucose level in a healthy adult is approximately 7.0–8.0 mmol/L.,1,hallucinated,https://en.wikipedia.org/wiki/Blood_sugar_level,Normal fasting glucose: 3.9–5.5 mmol/L (70–100 mg/dL). Claim describes impaired fasting glucose range.,0.5,1,True,2147.55,0.1611,0,False,2326.4,1,[],-0.3389,True,True,B_REGRESSION
8A_MED_NUM_0113,Medicine,NUMERICAL_PRECISION,easy,Hypertension threshold is systolic blood pressure ≥100 mmHg.,1,hallucinated,https://en.wikipedia.org/wiki/Hypertension,Hypertension threshold is ≥140 mmHg systolic. ≥100 is within normal range.,0.5,1,True,1878.02,1.0,1,True,1849.89,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_NUM_0114,Medicine,NUMERICAL_PRECISION,easy,The human body temperature considered normal is approximately 38.5°C.,1,hallucinated,https://en.wikipedia.org/wiki/Human_body_temperature,Normal body temperature: ~37.0°C (98.6°F). 38.5°C is low-grade fever.,0.5,1,True,1833.19,0.1333,0,False,2167.2,1,[],-0.3667,True,True,B_REGRESSION
8A_MED_NUM_0115,Medicine,NUMERICAL_PRECISION,medium,Severe anaemia is defined as a haemoglobin level below 12 g/dL in adults.,1,hallucinated,https://en.wikipedia.org/wiki/Anemia,WHO defines severe anaemia as Hb < 8 g/dL (or <7 for some guidelines). 12 g/dL is normal for women.,0.5,1,True,1956.2,1.0,1,True,1888.21,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_UNI_0116,Medicine,UNIT_SCALE,easy,A standard adult dose of aspirin for analgesia is approximately 500 grams.,1,hallucinated,https://en.wikipedia.org/wiki/Aspirin,"Standard dose is 500 mg (milligrams), not grams. Claim inflates by 1000×; 500 g would be lethal.",0.5,1,True,1687.55,1.0,1,True,2597.06,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_UNI_0117,Medicine,UNIT_SCALE,medium,Blood pressure is typically measured in kilopascals (kPa) in clinical practice worldwide.,1,hallucinated,https://en.wikipedia.org/wiki/Blood_pressure,Clinical practice uses mmHg (millimetres of mercury) globally. kPa is technically valid but not standard in clinical use.,0.5,1,True,1992.14,1.0,1,True,2128.58,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_UNI_0118,Medicine,UNIT_SCALE,hard,Therapeutic serum lithium levels for bipolar disorder are approximately 0.8–1.2 micromoles per litre.,1,hallucinated,https://en.wikipedia.org/wiki/Lithium_pharmacology,"Therapeutic range: 0.8–1.2 mmol/L (millimolar), not micromolar. Claim is 1000× too low.",0.5,1,True,1451.02,1.0,1,True,1452.86,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_UNI_0119,Medicine,UNIT_SCALE,easy,A standard adult oral dose of paracetamol is approximately 1 kilogram.,1,hallucinated,https://en.wikipedia.org/wiki/Paracetamol,"Standard adult dose is 500–1000 mg (milligrams), not kilograms. Claim is off by a factor of 1000.",0.5,1,True,1477.03,1.0,1,True,1434.65,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_UNI_0120,Medicine,UNIT_SCALE,easy,A normal adult produces approximately 1500 litres of urine per day.,1,hallucinated,https://en.wikipedia.org/wiki/Urine,"Normal urine output: ~1–2 litres/day, not 1500 litres. Claim is 750–1500× too high.",0.5,1,True,1494.04,1.0,1,True,2395.17,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_NEG_0121,Medicine,NEGATION,easy,"Metformin, a first-line treatment for type 2 diabetes, does not lower blood glucose levels.",1,hallucinated,https://en.wikipedia.org/wiki/Metformin,Metformin DOES lower blood glucose (primarily by reducing hepatic glucose output). Negation is false.,0.5,1,True,3112.74,1.0,1,True,2043.14,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_MED_NEG_0122,Medicine,NEGATION,easy,Beta-blockers do not reduce heart rate.,1,hallucinated,https://en.wikipedia.org/wiki/Beta_blocker,"Beta-blockers antagonise β-adrenergic receptors, reducing heart rate and contractility. Negation is false.",0.5,1,True,2409.68,0.9635,1,True,1928.64,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.4635,False,False,A_STABLE_CORRECT
8A_MED_NEG_0123,Medicine,NEGATION,easy,Vaccines do not stimulate the adaptive immune system to produce antigen-specific memory cells.,1,hallucinated,https://en.wikipedia.org/wiki/Vaccine,Vaccines work precisely by triggering adaptive immunity and memory cell formation. Negation is false.,0.5,1,True,1628.17,1.0,1,True,2426.11,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_MED_NEG_0124,Medicine,NEGATION,medium,Haemophilia A is not caused by a deficiency of clotting factor VIII.,1,hallucinated,https://en.wikipedia.org/wiki/Haemophilia_A,Haemophilia A IS caused by deficiency of factor VIII. Negation is false.,0.5,1,True,3164.11,0.85,1,True,2482.18,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MED_NEG_0125,Medicine,NEGATION,medium,Antigen-presenting cells do not activate T lymphocytes during the adaptive immune response.,1,hallucinated,https://en.wikipedia.org/wiki/Antigen-presenting_cell,"APCs present antigens to T-cells via MHC, activating adaptive immunity. Negation is false.",0.5,1,True,1967.99,0.8827,1,True,2450.06,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.3827,False,False,A_STABLE_CORRECT
8A_MED_CAU_0126,Medicine,CAUSAL_INVERSION,medium,ACE inhibitors lower blood pressure by increasing angiotensin II production.,1,hallucinated,https://en.wikipedia.org/wiki/ACE_inhibitor,ACE inhibitors BLOCK angiotensin II production (by inhibiting ACE). Causal direction reversed.,0.5,1,True,1718.32,0.9917,1,True,2305.94,1,[],0.4917,False,False,A_STABLE_CORRECT
8A_MED_CAU_0127,Medicine,CAUSAL_INVERSION,medium,Corticosteroids cause inflammation by promoting pro-inflammatory cytokine release.,1,hallucinated,https://en.wikipedia.org/wiki/Corticosteroid,Corticosteroids are anti-inflammatory; they suppress cytokine production. Effect inverted.,0.5,1,True,1689.97,1.0,1,True,1996.85,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_CAU_0128,Medicine,CAUSAL_INVERSION,easy,Smoking causes a decrease in the risk of developing lung cancer.,1,hallucinated,https://en.wikipedia.org/wiki/Lung_cancer,Smoking is the single largest risk factor for lung cancer (~85% of cases). Direction reversed.,0.5,1,True,1672.88,0.9623,1,True,1673.92,1,[],0.4623,False,False,A_STABLE_CORRECT
8A_MED_CAU_0129,Medicine,CAUSAL_INVERSION,medium,Opioids reduce pain perception by blocking μ-opioid receptors in the CNS.,1,hallucinated,https://en.wikipedia.org/wiki/Opioid_receptor,"Opioids ACTIVATE (agonise) μ-opioid receptors, reducing pain. Blocking would antagonise them (naloxone).",0.5,1,True,1807.3,1.0,1,True,1954.54,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_CAU_0130,Medicine,CAUSAL_INVERSION,easy,Diuretics treat oedema by causing the kidneys to retain more water and sodium.,1,hallucinated,https://en.wikipedia.org/wiki/Diuretic,Diuretics promote excretion of water and sodium. Causal direction reversed.,0.5,1,True,2122.98,1.0,1,True,2095.18,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_OUT_0131,Medicine,OUTDATED_SCIENTIFIC_CLAIM,easy,Bloodletting is an effective treatment for fever and infectious diseases.,1,hallucinated,https://en.wikipedia.org/wiki/Bloodletting,Bloodletting was discredited in the 19th century. Known to cause harm; not evidence-based therapy.,0.5,1,True,1285.24,1.0,1,True,2643.67,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_OUT_0132,Medicine,OUTDATED_SCIENTIFIC_CLAIM,medium,"Stomach ulcers are caused primarily by stress and excess stomach acid, with no role for infection.",1,hallucinated,https://en.wikipedia.org/wiki/Peptic_ulcer_disease,H. pylori infection is the primary cause of most peptic ulcers; established by Marshall & Warren (Nobel 2005).,0.5,1,True,1714.52,0.85,1,True,2642.46,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'no' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MED_OUT_0133,Medicine,OUTDATED_SCIENTIFIC_CLAIM,medium,"The human heart is controlled by the brain via direct neural connections only, with no intrinsic pacemaker.",1,hallucinated,https://en.wikipedia.org/wiki/Cardiac_pacemaker,The SA node acts as intrinsic pacemaker; heart can beat autonomously. Outdated Galenic model.,0.5,1,True,1505.05,1.0,1,True,2213.54,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'no' while evidence affirms the predicate.""]",0.5,False,False,A_STABLE_CORRECT
8A_MED_OUT_0134,Medicine,OUTDATED_SCIENTIFIC_CLAIM,easy,Mental illness is caused by demonic possession or supernatural forces.,1,hallucinated,https://en.wikipedia.org/wiki/History_of_psychiatry,"Pre-scientific understanding. Modern psychiatry: neurobiological, genetic, and environmental causes.",0.5,1,True,1737.53,0.4995,0,False,2109.85,1,[],-0.0005,True,True,B_REGRESSION
8A_MED_OUT_0135,Medicine,OUTDATED_SCIENTIFIC_CLAIM,medium,The appendix is a completely vestigial organ with no function in the human body.,1,hallucinated,https://en.wikipedia.org/wiki/Appendix_(anatomy),"Appendix has immune function (lymphoid tissue, gut microbiome reservoir). 'Completely vestigial' is outdated.",0.5,1,True,1701.87,0.85,1,True,1545.3,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'no' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MED_TRU_0136,Medicine,TRUE_CORE_FALSE_ELABORATION,medium,"Insulin, a hormone that regulates blood glucose, is produced by the alpha cells of the islets of Langerhans in the pancreas.",1,hallucinated,https://en.wikipedia.org/wiki/Insulin,Core true: insulin regulates blood glucose. Fabrication: produced by BETA cells (not alpha cells; alpha cells make glucagon).,0.5,1,True,2245.84,0.0334,0,False,3177.57,1,[],-0.4666,True,True,B_REGRESSION
8A_MED_TRU_0137,Medicine,TRUE_CORE_FALSE_ELABORATION,medium,"Penicillin, discovered by Alexander Fleming in 1928, is an antibiotic that destroys viruses by inhibiting viral reverse transcriptase.",1,hallucinated,https://en.wikipedia.org/wiki/Penicillin,"Core true: Fleming discovered penicillin in 1928 as an antibiotic. Fabrication: Penicillin targets bacterial peptidoglycan cell walls, not viral reverse transcriptase.",0.5,1,True,1452.37,1.0,1,True,1766.76,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_TRU_0138,Medicine,TRUE_CORE_FALSE_ELABORATION,medium,"The MMR vaccine protects against measles, mumps, and rubella, and it was demonstrated to cause autism in a 1998 Lancet study that has since been retracted.",1,hallucinated,https://en.wikipedia.org/wiki/MMR_vaccine_controversy,Core true: MMR protects against those diseases; 1998 Wakefield study was retracted. Fabrication: no causal link to autism was actually demonstrated even in the original paper.,0.5,1,True,2427.85,1.0,1,True,3911.42,2,[],0.5,False,False,A_STABLE_CORRECT
8A_MED_TRU_0139,Medicine,TRUE_CORE_FALSE_ELABORATION,easy,mRNA COVID-19 vaccines cause the body to produce spike protein antibodies and permanently alter the recipient's DNA.,1,hallucinated,https://en.wikipedia.org/wiki/COVID-19_vaccine,Core true: mRNA vaccines induce spike protein antibody response. Fabrication: mRNA does not enter the nucleus or alter DNA.,0.5,1,True,1643.23,1.0,1,True,2142.24,1,[],0.5,False,False,A_STABLE_CORRECT
