id,domain,category,claim,ground_truth,prediction,final_score,retrieved_evidence,nli_score,symbolic_signals,failure_type,reviewer_reasoning,review_confidence,resolution
phase10_0540,Medicine,MULTI_HOP,Vaccination permanently halts all host white blood cell production in human bone marrow.,1,0,0.4889,Authoritative scientific literature reference context.,0.6113,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0549,Medicine,COMPOUND_CLAIM,Chronic hypertension prevents all vascular disease and eliminates stroke risk entirely.,1,0,0.493,Authoritative scientific literature reference context.,0.6612,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0553,Medicine,COMPOUND_CLAIM,Chronic hypertension prevents all vascular disease and eliminates stroke risk entirely.,1,0,0.4929,Authoritative scientific literature reference context.,0.6352,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0566,Medicine,TRUE_CORE_FALSE_ELABORATION,Statins lower LDL cholesterol by dissolving arterial blood vessels into digestive bile acids.,1,0,0.4949,Authoritative scientific literature reference context.,0.677,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0573,Medicine,CORRELATION_CAUSATION,Tobacco smoking eliminates pulmonary carcinogens through thermal purification.,1,0,0.4975,Authoritative scientific literature reference context.,0.7112,"Num=0.0, Neg=0.0, Caus=0.85",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0575,Medicine,CORRELATION_CAUSATION,Tobacco smoking eliminates pulmonary carcinogens through thermal purification.,1,0,0.4813,Authoritative scientific literature reference context.,0.6071,"Num=0.0, Neg=0.0, Caus=0.85",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0580,Medicine,EXCEPTION_GENERALIZATION,All myocardial infarctions present with identical right-ear pain without exception.,1,0,0.4875,Authoritative scientific literature reference context.,0.6714,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0582,Medicine,EXCEPTION_GENERALIZATION,All myocardial infarctions present with identical right-ear pain without exception.,1,0,0.4776,Authoritative scientific literature reference context.,0.6202,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0588,Medicine,EXCEPTION_GENERALIZATION,All myocardial infarctions present with identical right-ear pain without exception.,1,0,0.4846,Authoritative scientific literature reference context.,0.6301,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0602,Mathematics,DIRECT_FACTUAL,The square root of 2 is a rational number equal to exactly 7/5.,1,0,0.4873,Authoritative scientific literature reference context.,0.6388,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0604,Mathematics,DIRECT_FACTUAL,The square root of 2 is a rational number equal to exactly 7/5.,1,0,0.4843,Authoritative scientific literature reference context.,0.632,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0608,Mathematics,DIRECT_FACTUAL,The square root of 2 is a rational number equal to exactly 7/5.,1,0,0.4811,Authoritative scientific literature reference context.,0.6017,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0612,Mathematics,DIRECT_FACTUAL,The square root of 2 is a rational number equal to exactly 7/5.,1,0,0.4882,Authoritative scientific literature reference context.,0.6531,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0652,Mathematics,CAUSAL_DIRECTION,Continuity of a real function at a point strictly implies differentiability at that point.,1,0,0.4932,Authoritative scientific literature reference context.,0.7081,"Num=0.0, Neg=0.0, Caus=0.85",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0662,Mathematics,CONDITIONAL_CONTEXT,Matrix multiplication is strictly commutative for all square matrices regardless of dimension.,1,0,0.4787,Authoritative scientific literature reference context.,0.6089,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0664,Mathematics,CONDITIONAL_CONTEXT,Matrix multiplication is strictly commutative for all square matrices regardless of dimension.,1,0,0.4868,Authoritative scientific literature reference context.,0.6356,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0680,Mathematics,TEMPORAL_OUTDATED,Fermat's Last Theorem remains an unproven conjecture with no known mathematical proof.,1,0,0.4822,Authoritative scientific literature reference context.,0.6386,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0682,Mathematics,TEMPORAL_OUTDATED,Fermat's Last Theorem remains an unproven conjecture with no known mathematical proof.,1,0,0.4908,Authoritative scientific literature reference context.,0.6881,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0701,Mathematics,COMPOUND_CLAIM,The fundamental theorem of algebra states that complex polynomials have only integer roots.,1,0,0.4852,Authoritative scientific literature reference context.,0.6002,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0705,Mathematics,COMPOUND_CLAIM,The fundamental theorem of algebra states that complex polynomials have only integer roots.,1,0,0.4929,Authoritative scientific literature reference context.,0.6384,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0716,Mathematics,TRUE_CORE_FALSE_ELABORATION,"The Pythagorean theorem states a^2 + b^2 = c^2, which applies equally to all obtuse spherical triangles.",1,0,0.4973,Authoritative scientific literature reference context.,0.6898,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0725,Mathematics,CORRELATION_CAUSATION,Riemann zeta non-trivial zeros are created directly by integer factoring algorithms.,1,0,0.4981,Authoritative scientific literature reference context.,0.7578,"Num=0.0, Neg=0.0, Caus=0.85",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0730,Mathematics,EXCEPTION_GENERALIZATION,All prime numbers without exception are strictly odd integers.,1,0,0.4999,Authoritative scientific literature reference context.,0.7363,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0732,Mathematics,EXCEPTION_GENERALIZATION,All prime numbers without exception are strictly odd integers.,1,0,0.4961,Authoritative scientific literature reference context.,0.746,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
phase10_0734,Mathematics,EXCEPTION_GENERALIZATION,All prime numbers without exception are strictly odd integers.,1,0,0.4857,Authoritative scientific literature reference context.,0.645,"Num=0.0, Neg=0.0, Caus=0.0",FALSE_NEGATIVE_UNDERDETECTION,Claim failed classification due to FALSE_NEGATIVE_UNDERDETECTION.,HIGH,RESOLVED_AS_EXPECTED_EDGE_CASE
