sample_id,split,domain,category,claim,ground_truth,baseline_score,enhanced_score,hybrid_score,baseline_pred,enhanced_pred,hybrid_pred,baseline_correct,enhanced_correct,hybrid_correct,nli_component,numeric_component,negation_component,causal_component,decomposition_component,evidence_component,baseline_latency_ms,enhanced_latency_ms,hybrid_latency_ms
8A_PHY_TRU_0001,DEV,Physics,TRUE_CONTROL,The speed of light in a vacuum is approximately 3×10⁸ metres per second.,0,0.5,0.1333,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,2142.79,2858.66,2859.86
8A_BIO_NUM_0077,DEV,Biology,NUMERICAL_PRECISION,"The human body has 46 pairs of chromosomes, totalling 92.",1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1629.1,1334.01,1335.21
8A_PHY_TRU_0005,DEV,Physics,TRUE_CONTROL,The wavelength of visible light ranges from approximately 380 nm to 740 nm.,0,0.5,1.0,0.85,1,1,1,False,False,False,0.5,0.0,0.0,0.0,0.0,0.0,1382.69,2167.27,2168.47
8A_MAT_UNI_0154,DEV,Mathematics,UNIT_SCALE,A megabyte contains 1000 bytes.,1,0.5,0.5029,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,4752.99,3331.33,3332.53
8A_MAT_TRU_0175,DEV,Mathematics,TRUE_CORE_FALSE_ELABORATION,"The Riemann hypothesis, one of the Millennium Prize Problems, has been proved true for the first 10 trillion zeros of the Riemann zeta function.",1,0.5,0.258,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,2250.54,1847.26,1848.46
8A_PHY_TRU_0031,DEV,Physics,TRUE_CORE_FALSE_ELABORATION,"The photoelectric effect, discovered by Albert Einstein in 1905, shows that electrons are emitted from metal surfaces when exposed to UV light of any frequency.",1,0.5,0.5001,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2421.21,2419.84,2421.04
8A_BIO_CAU_0095,DEV,Biology,CAUSAL_INVERSION,Apoptosis is triggered by cell survival signals and prevents programmed cell death.,1,0.5,0.1611,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1989.24,1531.04,1532.24
8A_PHY_NEG_0016,DEV,Physics,NEGATION,The speed of light is not constant in a vacuum.,1,0.5,0.994,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1696.94,2572.8,2574.0
8A_MED_CAU_0128,DEV,Medicine,CAUSAL_INVERSION,Smoking causes a decrease in the risk of developing lung cancer.,1,0.5,0.9623,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1672.88,1673.92,1675.12
8A_PHY_TRU_0033,DEV,Physics,TRUE_CORE_FALSE_ELABORATION,"Superconductivity, observed in some materials below a critical temperature, allows electrical resistance to become exactly zero and also increases magnetic permeability.",1,0.5,0.54,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2201.15,1791.29,1792.49
8A_CHE_CAU_0057,DEV,Chemistry,CAUSAL_INVERSION,Higher temperatures cause reaction rates to decrease because molecules have lower average kinetic energy.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1563.66,1788.6,1789.8
8A_BIO_CAU_0091,DEV,Biology,CAUSAL_INVERSION,mRNA is transcribed from a protein template during gene expression.,1,0.5,0.2192,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1834.56,2081.6,2082.8
8A_MED_UNI_0118,DEV,Medicine,UNIT_SCALE,Therapeutic serum lithium levels for bipolar disorder are approximately 0.8–1.2 micromoles per litre.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1451.02,1452.86,1454.06
8A_MAT_OUT_0167,DEV,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,All continuous functions are differentiable everywhere.,1,0.5,0.9854,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,5080.04,2100.6,2101.8
8A_PHY_NEG_0020,DEV,Physics,NEGATION,An object at rest does not tend to stay at rest unless acted upon by a net force.,1,0.5,0.85,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1891.8,1486.94,1488.14
8A_MED_TRU_0110,DEV,Medicine,TRUE_CONTROL,"Statins reduce cardiovascular risk primarily by inhibiting HMG-CoA reductase, the rate-limiting enzyme in cholesterol synthesis.",0,0.5,0.5001,0.85,1,1,1,False,False,False,0.5,0.0,0.0,0.0,0.0,0.0,1737.67,2605.84,2607.04
8A_MED_TRU_0137,DEV,Medicine,TRUE_CORE_FALSE_ELABORATION,"Penicillin, discovered by Alexander Fleming in 1928, is an antibiotic that destroys viruses by inhibiting viral reverse transcriptase.",1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1452.37,1766.76,1767.96
8A_PHY_TRU_0032,DEV,Physics,TRUE_CORE_FALSE_ELABORATION,"Special relativity, formulated by Einstein in 1905, predicts that mass increases with velocity and that objects can exceed the speed of light with sufficient energy.",1,0.5,0.4995,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,2853.64,2496.57,2497.77
8A_MED_CAU_0130,DEV,Medicine,CAUSAL_INVERSION,Diuretics treat oedema by causing the kidneys to retain more water and sodium.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2122.98,2095.18,2096.38
8A_PHY_OUT_0026,TEST,Physics,OUTDATED_SCIENTIFIC_CLAIM,The atom is the smallest indivisible unit of matter.,1,0.5,0.2339,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,2016.94,1592.42,1593.62
8A_PHY_NEG_0019,TEST,Physics,NEGATION,Electrons do not carry a negative electric charge.,1,0.5,0.85,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1628.47,2124.4,2125.6
8A_MAT_UNI_0151,TEST,Mathematics,UNIT_SCALE,An angle of π radians is equivalent to 90 degrees.,1,0.5,0.0267,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,5218.16,1946.2,1947.4
8A_BIO_UNI_0084,TEST,Biology,UNIT_SCALE,A ribosome has a diameter of approximately 25 micrometres.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1958.59,2031.13,2032.33
8A_BIO_TRU_0102,TEST,Biology,TRUE_CORE_FALSE_ELABORATION,"The double helix structure of DNA was proposed by Watson and Crick in 1953, based on X-ray data from their own laboratory.",1,0.5,0.1409,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1791.44,2148.47,2149.67
8A_MED_TRU_0106,TEST,Medicine,TRUE_CONTROL,"Penicillin, the first widely used antibiotic, was discovered by Alexander Fleming in 1928.",0,0.5,0.1007,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1914.71,3065.61,3066.81
8A_MAT_OUT_0166,TEST,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,The parallel postulate is a necessary consequence of the other four Euclidean postulates.,1,0.5,0.0,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,5169.64,1502.66,1503.86
8A_BIO_UNI_0081,TEST,Biology,UNIT_SCALE,A typical human cell nucleus has a diameter of approximately 6 mm.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1990.99,2290.87,2292.07
8A_MED_TRU_0108,TEST,Medicine,TRUE_CONTROL,Hypertension is defined as a sustained systolic blood pressure of ≥140 mmHg or diastolic ≥90 mmHg.,0,0.5,0.9982,0.85,1,1,1,False,False,False,0.5,0.0,0.0,0.0,0.0,0.0,1784.55,2439.73,2440.93
8A_MED_CAU_0127,TEST,Medicine,CAUSAL_INVERSION,Corticosteroids cause inflammation by promoting pro-inflammatory cytokine release.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1689.97,1996.85,1998.05
8A_PHY_TRU_0002,TEST,Physics,TRUE_CONTROL,An electron has a rest mass of approximately 9.11×10⁻³¹ kilograms.,0,0.5,0.0126,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1970.86,2230.19,2231.39
8A_CHE_NUM_0042,TEST,Chemistry,NUMERICAL_PRECISION,The Avogadro constant is approximately 6.022×10²⁰ per mole.,1,0.5,0.2927,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1474.59,2037.24,2038.44
8A_MAT_TRU_0141,TEST,Mathematics,TRUE_CONTROL,The sum of the interior angles of any triangle in Euclidean geometry is exactly 180 degrees.,0,0.5,0.1571,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1922.86,1907.88,1909.08
8A_MAT_UNI_0153,TEST,Mathematics,UNIT_SCALE,A probability of 1 in 100 is equivalent to 100%.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,5089.53,1425.45,1426.65
8A_MAT_NEG_0159,TEST,Mathematics,NEGATION,The derivative of a constant function is not zero.,1,0.5,0.85,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,4684.15,1685.66,1686.86
8A_BIO_NUM_0080,TEST,Biology,NUMERICAL_PRECISION,Cellular respiration of one molecule of glucose yields approximately 2 ATP molecules in total.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1900.38,2124.19,2125.39
8A_PHY_NUM_0008,TEST,Physics,NUMERICAL_PRECISION,Planck's constant is approximately 6.626×10⁻³⁰ joule-seconds.,1,0.5,0.5005,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2564.53,2570.19,2571.39
8A_MED_NEG_0124,TEST,Medicine,NEGATION,Haemophilia A is not caused by a deficiency of clotting factor VIII.,1,0.5,0.85,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,3164.11,2482.18,2483.38
8A_CHE_CAU_0056,TEST,Chemistry,CAUSAL_INVERSION,Adding a catalyst to a reaction slows the forward reaction rate by increasing the activation energy.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1575.48,1786.96,1788.16
8A_PHY_CAU_0024,TEST,Physics,CAUSAL_INVERSION,Increasing electrical resistance in a circuit causes current to increase when voltage is constant.,1,0.5,0.5162,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1624.95,1623.52,1624.72
8A_BIO_OUT_0096,TEST,Biology,OUTDATED_SCIENTIFIC_CLAIM,"Acquired characteristics are inherited by offspring, as proposed by Lamarck.",1,0.5,0.1438,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1955.48,2432.47,2433.67
8A_MED_OUT_0133,TEST,Medicine,OUTDATED_SCIENTIFIC_CLAIM,"The human heart is controlled by the brain via direct neural connections only, with no intrinsic pacemaker.",1,0.5,1.0,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1505.05,2213.54,2214.74
8A_PHY_TRU_0003,TEST,Physics,TRUE_CONTROL,The gravitational acceleration at Earth's surface is approximately 9.8 m/s².,0,0.5,0.0123,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1774.76,2005.12,2006.32
8A_MAT_CAU_0165,TEST,Mathematics,CAUSAL_INVERSION,Multiplying two numbers each greater than 1 produces a product smaller than either factor.,1,0.5,0.1636,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1800.0,1882.51,1883.71
8A_MAT_CAU_0164,TEST,Mathematics,CAUSAL_INVERSION,A higher variance in a dataset causes the standard deviation to decrease.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,4799.38,1372.19,1373.39
8A_CHE_TRU_0039,TEST,Chemistry,TRUE_CONTROL,The Avogadro constant is approximately 6.022×10²³ per mole.,0,0.5,0.0228,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1774.32,2317.41,2318.61
8A_MAT_TRU_0144,TEST,Mathematics,TRUE_CONTROL,"There are infinitely many prime numbers, as proved by Euclid.",0,0.5,0.05,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,1737.55,1935.95,1937.15
8A_CHE_CAU_0059,TEST,Chemistry,CAUSAL_INVERSION,Increasing the concentration of reactants causes the equilibrium constant K to increase.,1,0.5,0.4989,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1616.86,1741.9,1743.1
8A_PHY_CAU_0021,TEST,Physics,CAUSAL_INVERSION,An increase in temperature causes a decrease in the thermal energy of an ideal gas.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1794.84,1923.57,1924.77
8A_BIO_CAU_0093,TEST,Biology,CAUSAL_INVERSION,"Increased oxygen availability causes the haemoglobin saturation curve to shift left, releasing less oxygen to tissues.",1,0.5,0.5032,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2056.15,2385.07,2386.27
8A_CHE_OUT_0062,TEST,Chemistry,OUTDATED_SCIENTIFIC_CLAIM,"Chemical elements cannot be interconverted and all matter is made of four elements: earth, water, fire, and air.",1,0.5,1.0,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,2524.4,1964.85,1966.05
8A_BIO_NEG_0086,TEST,Biology,NEGATION,Mitochondria do not contain their own DNA.,1,0.5,1.0,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1949.52,1849.2,1850.4
8A_BIO_OUT_0099,TEST,Biology,OUTDATED_SCIENTIFIC_CLAIM,Junk DNA has no biological function and constitutes the majority of the non-coding human genome.,1,0.5,1.0,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,2474.3,1937.19,1938.39
8A_BIO_TRU_0072,TEST,Biology,TRUE_CONTROL,The mitochondrion is the primary site of ATP synthesis via oxidative phosphorylation in eukaryotic cells.,0,0.5,0.5822,0.85,1,1,1,False,False,False,0.5,0.0,0.0,0.0,0.0,0.0,2321.08,2302.67,2303.87
8A_CHE_TRU_0069,TEST,Chemistry,TRUE_CORE_FALSE_ELABORATION,Ozone (O₃) is formed in the stratosphere when UV radiation splits N₂ molecules.,1,0.5,0.9551,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1609.64,2606.44,2607.64
8A_CHE_UNI_0050,TEST,Chemistry,UNIT_SCALE,Hydrochloric acid with a pH of 1 has a hydrogen ion concentration of 1 mM.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1721.1,2508.46,2509.66
8A_CHE_NEG_0054,TEST,Chemistry,NEGATION,Noble gases do not have a complete outer electron shell.,1,0.5,1.0,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1366.01,1905.22,1906.42
8A_MED_TRU_0138,TEST,Medicine,TRUE_CORE_FALSE_ELABORATION,"The MMR vaccine protects against measles, mumps, and rubella, and it was demonstrated to cause autism in a 1998 Lancet study that has since been retracted.",1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2427.85,3911.42,3912.62
8A_BIO_NUM_0076,TEST,Biology,NUMERICAL_PRECISION,Human DNA contains approximately 300 million base pairs.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1758.21,1550.81,1552.01
8A_MED_NEG_0122,TEST,Medicine,NEGATION,Beta-blockers do not reduce heart rate.,1,0.5,0.9635,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,2409.68,1928.64,1929.84
8A_MED_NUM_0115,TEST,Medicine,NUMERICAL_PRECISION,Severe anaemia is defined as a haemoglobin level below 12 g/dL in adults.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1956.2,1888.21,1889.41
8A_MED_UNI_0117,TEST,Medicine,UNIT_SCALE,Blood pressure is typically measured in kilopascals (kPa) in clinical practice worldwide.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1992.14,2128.58,2129.78
8A_CHE_OUT_0065,TEST,Chemistry,OUTDATED_SCIENTIFIC_CLAIM,"Valence electrons are arranged in shells at fixed distances from the nucleus, as described by the Bohr model for multi-electron atoms.",1,0.5,0.338,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,1632.62,2301.34,2302.54
8A_PHY_TRU_0035,TEST,Physics,TRUE_CORE_FALSE_ELABORATION,"Nuclear fission, the process of splitting heavy nuclei to release energy, was first demonstrated by Marie Curie in 1934.",1,0.5,0.3991,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,2069.03,2320.82,2322.02
8A_BIO_NEG_0088,TEST,Biology,NEGATION,CRISPR-Cas9 does not use RNA to guide DNA editing.,1,0.5,0.9993,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,2103.56,2226.87,2228.07
8A_PHY_UNI_0014,TEST,Physics,UNIT_SCALE,Standard gravitational acceleration is approximately 9.8 cm/s².,1,0.5,0.8857,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1800.01,1679.79,1680.99
8A_PHY_NUM_0010,TEST,Physics,NUMERICAL_PRECISION,Visible light has a wavelength range of approximately 200 nm to 400 nm.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1563.06,1341.91,1343.11
8A_CHE_TRU_0037,TEST,Chemistry,TRUE_CONTROL,The pH of a neutral aqueous solution at 25°C is 7.0.,0,0.5,0.1333,0.85,1,0,1,False,True,False,0.5,0.0,0.0,0.0,0.0,0.0,2217.74,1800.55,1801.75
8A_MAT_TRU_0173,TEST,Mathematics,TRUE_CORE_FALSE_ELABORATION,"Euclid's algorithm finds the greatest common divisor of two integers by repeatedly subtracting the larger from the smaller, converging in O(n) steps.",1,0.5,0.3376,0.85,1,0,1,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,5277.81,1857.92,1859.12
8A_PHY_UNI_0015,TEST,Physics,UNIT_SCALE,Visible light wavelengths range from 380 to 740 micrometres.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,2253.47,2168.15,2169.35
8A_MED_NUM_0113,TEST,Medicine,NUMERICAL_PRECISION,Hypertension threshold is systolic blood pressure ≥100 mmHg.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1878.02,1849.89,1851.09
8A_MAT_NUM_0150,TEST,Mathematics,NUMERICAL_PRECISION,There are 365 prime numbers less than 1000.,1,0.5,1.0,0.85,1,1,1,True,True,True,0.5,0.0,0.0,0.0,0.0,0.0,1800.0,1499.81,1501.01
8A_PHY_OUT_0029,TEST,Physics,OUTDATED_SCIENTIFIC_CLAIM,The universe exists in a steady state with no beginning or end.,1,0.5,0.85,0.9545,1,1,1,True,True,True,0.5,0.0,0.6,0.0,0.0,0.0,1477.37,1845.81,1847.01
